,recognition-1-face,tts-4-3,chatgpt-web-4-2,chatgpt-web-7-2,rustdesk-3-3,hackingtool-1-3,devdocs-2-1,tts-1-1,acme.sh-3-3,acme.sh-1-1,chatgpt-web-1-1,tts-4-2,cyberchef-2-1,go-ethereum-2-2,chatgpt-web-3-2,chatgpt-next-web-2-3,tts-2-1,freqtrade-6-2,cyberchef-1-2,freqtrade-1-1,rustdesk-2-2,freqtrade-2-2,chatgpt-next-web-1-3,hackingtool-1-1,tts-2-2,rustdesk-7-1,rustdesk-2-1,remote-jobs-1-1,chatgpt-next-web-1-1,acme.sh-1-2,chatgpt-web-5-3,rustdesk-5-3,tts-1-3,rustdesk-7-2,recognition-5-face,freqtrade-1-3,chatgpt-web-6-2,hackingtool-4-1,rustdesk-5-1,acme.sh-1-3,go-ethereum-2-1,tts-1-2,hackingtool-2-1,rustdesk-3-1,chatgpt-web-5-1,chatgpt-next-web-2-1,hackingtool-2-3,rustdesk-6-3,remote-jobs-2-3,rustdesk-2-2,chatgpt-web-2-1,recognition-3-face,rustdesk-5-1,devdocs-1-2,rustdesk-1-2,acme.sh-3-2,recognition-4-face,chatgpt-web-4-3,recognition-5-face,hackingtool-5-2,rustdesk-2-3,chatgpt-web-7-3,chatgpt-web-1-2,rustdesk-1-1,freqtrade-4-3,devdocs-1-1,freqtrade-5-2,chatgpt-web-1-3,rustdesk-4-1,go-ethereum-1-2,go-ethereum-1-3,freqtrade-5-1,chatgpt-next-web-3-3,remote-jobs-2-1,chatgpt-next-web-4-3,recognition-1-face,rustdesk-6-2,tts-4-1,rustdesk-3-2,rustdesk-7-3,chatgpt-web-6-1,rustdesk-3-2,rustdesk-1-3,hackingtool-3-3,devdocs-2-2,recognition-4-face,hackingtool-1-2,freqtrade-4-2,chatgpt-web-3-1,hackingtool-3-2,chatgpt-web-5-2,chatgpt-next-web-4-1,recognition-2-face,freqtrade-3-2,hackingtool-4-2,chatgpt-web-2-3,freqtrade-3-3,go-ethereum-2-3,rustdesk-4-2,freqtrade-6-1,hackingtool-5-1,rustdesk-2-1,recognition-5-face,chatgpt-next-web-4-2,chatgpt-web-4-1,hackingtool-4-3,chatgpt-web-3-3,rustdesk-4-3,chatgpt-next-web-3-2,recognition-1-face,devdocs-1-3,rustdesk-4-1,cyberchef-2-3,tts-2-3,freqtrade-2-3,recognition-2-face,hackingtool-2-2,freqtrade-4-1,recognition-4-face,cyberchef-1-1,cyberchef-1-3,freqtrade-7-2,remote-jobs-1-3,acme.sh-2-3,recognition-3-face,chatgpt-next-web-3-1,tts-3-1,acme.sh-2-2,recognition-3-face,acme.sh-2-1,rustdesk-6-1,tts-3-3,hackingtool-3-1,freqtrade-7-1,freqtrade-2-1,rustdesk-5-2,remote-jobs-1-2,rustdesk-4-2,go-ethereum-1-1,devdocs-2-3,chatgpt-next-web-1-2,cyberchef-2-2,rustdesk-7-1,chatgpt-next-web-2-2,rustdesk-1-1,hackingtool-5-3,chatgpt-web-2-2,remote-jobs-2-2,chatgpt-web-6-3,rustdesk-6-1,rustdesk-1-2,acme.sh-3-1,rustdesk-3-1,tts-3-2,chatgpt-web-7-1,freqtrade-1-2,recognition-2-face,freqtrade-3-1
0,6.602307,6.812696,6.502109,6.585839,6.391757,6.821071,7.052521,6.582723,7.018737,6.651491,6.829191,6.30112,6.8759749999999995,6.388526,6.000749,8.316488999999999,6.311508,6.687545,6.5179089999999995,6.8513209999999996,8.664272,6.961924,8.613052999999999,6.679976,6.6214379999999995,6.811419,6.0429129999999995,5.995375999999999,8.160957999999999,6.572317,6.02951,6.6314969999999995,6.594592,6.862314,6.573396,6.607933,6.688213999999999,6.739427,8.854636,6.990457999999999,6.217725,6.196581999999999,6.6413649999999995,6.423077,6.295306,8.165099999999999,6.542831,6.202205999999999,6.617058,7.255154,7.043919,6.881321,6.45974,6.628444,6.893294,7.091476999999999,,6.049397,6.606561,6.262652999999999,6.732784,6.402966999999999,6.169792999999999,33.402674,7.025065,6.70249,6.355026,6.083565999999999,7.8025139999999995,6.244539,6.749467999999999,6.6554459999999995,8.789982,6.512084,8.309343,6.568002,6.653492,6.706568,8.294357,6.928649999999999,6.842760999999999,6.679582,6.873144,6.673667,6.6285799999999995,6.38781,6.536677999999999,,6.782032,6.850677,6.1240049999999995,8.479550999999999,7.101312,7.115463999999999,6.436675999999999,6.100586,6.890203,,7.959834,6.4440789999999994,7.116834,7.732158,7.078587,8.632442,5.910235999999999,6.767054,6.084785999999999,6.466455,8.33736,6.722674,6.472696,,6.807079,6.388107,6.374324,6.512671,6.524774,6.406867999999999,6.84575,6.738956,6.3815599999999995,6.582284,6.111382,6.743962,6.391361,8.787384,6.527432,6.337211,6.452896,6.396967,8.481061,6.20646,6.489554,6.659688999999999,6.420069,6.800193999999999,6.414763,6.392932999999999,6.347866,6.343083,8.66473,6.680738,7.871570999999999,8.243876,8.223538,6.9983249999999995,6.621201999999999,6.415248999999999,6.549321,6.575330999999999,8.511391,6.417349,8.001907,6.687628,6.0356939999999994,7.154853999999999,,6.783664
1,6.602307,6.498678,6.502109,6.585839,6.391757,6.821071,7.135759999999999,6.582723,6.974111,6.651491,6.829191,6.2355979999999995,6.8759749999999995,6.388526,6.000749,8.212617999999999,6.311508,6.921825,6.5179089999999995,6.088413999999999,8.664272,6.7410049999999995,8.245652,7.029215,6.6214379999999995,6.6320369999999995,6.387620999999999,6.544817,8.374191999999999,6.572317,6.02951,6.32993,6.594592,6.818045,6.573396,7.182442,6.688213999999999,6.739427,8.65477,6.66236,6.217725,6.196581999999999,6.6413649999999995,6.423077,6.365705999999999,8.165099999999999,6.484947,6.202205999999999,6.617058,6.385275,7.1749339999999995,7.236295999999999,6.45974,6.628444,6.893294,6.297434,,6.6735359999999995,7.049601,6.262652999999999,6.732784,6.0916879999999995,6.169792999999999,33.347547999999996,6.859074,6.731269999999999,7.112972,6.083565999999999,7.835001999999999,6.244539,6.762797,6.6554459999999995,8.244862,6.512084,8.309343,6.652068,6.653492,6.706568,8.294357,6.928649999999999,6.427109,6.548166999999999,6.873144,6.673667,6.679177999999999,6.339868999999999,6.536677999999999,6.592947,7.025048,6.850677,6.486535,8.307561,7.101312,7.115463999999999,6.639443,6.100586,6.5871759999999995,6.771354,8.592803,6.4440789999999994,6.553298,8.200123,7.078587,8.547321,5.910235999999999,6.767054,6.617503,6.683224999999999,8.33736,6.571581999999999,6.598431,,6.807079,6.7384699999999995,6.8023419999999994,6.512671,6.524774,6.406867999999999,6.84575,6.738956,6.3815599999999995,6.582284,6.111382,6.669467,7.013903,8.787384,6.527432,6.337211,6.593573999999999,6.666319,8.481061,6.213164,6.464265999999999,6.659688999999999,6.420069,6.800193999999999,6.414763,6.392932999999999,6.699783999999999,6.186946,8.66473,6.680738,7.871570999999999,8.745856999999999,8.611675,6.7634,6.719042,6.415248999999999,6.358591,6.575330999999999,8.511391,6.417349,8.001907,6.687628,5.954211,6.487063,,6.783664
2,6.679431,6.498678,6.654023,6.585839,6.391757,6.652197,7.135759999999999,6.106191,6.974111,6.915035,7.0150939999999995,6.2355979999999995,6.488193,6.7466289999999995,6.551361,8.212617999999999,6.7181809999999995,6.921825,6.5179089999999995,6.088413999999999,8.2188,6.7410049999999995,8.245652,7.029215,6.603371,6.6320369999999995,6.387620999999999,6.544817,8.374191999999999,6.143720999999999,6.318072,6.32993,6.558495,6.818045,6.573396,7.182442,6.688213999999999,7.1109409999999995,8.65477,6.66236,6.7914769999999995,6.675002999999999,7.033568,7.035571999999999,6.365705999999999,8.165099999999999,6.484947,6.679486,6.52434,6.385275,7.1749339999999995,7.236295999999999,6.601643999999999,6.568276,6.833842,6.297434,6.7633209999999995,6.6735359999999995,7.049601,6.900061999999999,7.078049999999999,6.0916879999999995,6.355935,33.347547999999996,6.859074,6.731269999999999,7.112972,6.387744,7.835001999999999,6.641171,6.762797,6.8266539999999996,8.244862,6.823574,8.418146,6.652068,6.582305,6.475401,8.086697,6.875776,6.427109,6.548166999999999,6.707345999999999,6.970136,6.679177999999999,6.339868999999999,6.536677999999999,6.592947,7.025048,6.4665729999999995,6.486535,8.307561,6.75197,7.115463999999999,6.639443,6.100586,6.5871759999999995,6.771354,8.592803,6.4440789999999994,6.553298,8.200123,6.623778,8.547321,6.200456,6.890937999999999,6.617503,6.683224999999999,8.33736,6.571581999999999,6.598431,,6.640206999999999,6.7384699999999995,6.8023419999999994,6.512671,6.247433,6.829092999999999,6.290649999999999,6.738956,6.997895,7.218902,6.924735,6.669467,7.013903,8.469096,,6.575316,6.593573999999999,6.666319,8.821052,6.213164,6.464265999999999,6.943242,6.3399849999999995,6.637302999999999,6.328126999999999,6.41883,6.699783999999999,6.186946,8.442449,6.610327,7.947102999999999,8.745856999999999,8.611675,6.7634,6.719042,6.578666,6.358591,7.00118,8.474866,6.417349,8.001907,6.459676,5.954211,6.487063,,6.8555969999999995
3,6.679431,6.808865,6.654023,6.226802999999999,6.8123309999999995,6.652197,6.582731,6.106191,,6.915035,7.0150939999999995,6.025401,6.488193,6.7466289999999995,6.551361,8.212617999999999,6.7181809999999995,6.570416,6.7171009999999995,6.8010269999999995,8.2188,7.330093,7.789254,7.029215,6.603371,6.763176,6.868848,6.302357,8.175139999999999,6.143720999999999,6.318072,6.32993,6.558495,7.166696,6.863859,6.41738,6.402915999999999,7.1109409999999995,8.65477,6.127307999999999,6.7914769999999995,6.675002999999999,7.033568,7.035571999999999,6.365705999999999,8.493559,6.746931,6.679486,6.52434,6.385275,6.910142,7.236295999999999,6.601643999999999,6.568276,6.833842,6.923311999999999,6.7633209999999995,6.558879999999999,6.758653,6.900061999999999,7.078049999999999,6.0916879999999995,6.355935,42.961971,6.4927969999999995,6.676895999999999,6.49975,6.387744,8.00188,6.641171,6.964970999999999,6.8266539999999996,8.306022,6.823574,8.418146,6.3933599999999995,6.582305,6.475401,8.086697,6.875776,6.427109,6.091345,6.707345999999999,6.970136,6.878456,6.703558,7.015022999999999,6.689855,7.025048,6.4665729999999995,6.486535,8.060328,6.75197,6.7791369999999995,6.639443,6.107088999999999,6.794032,6.338187,9.32315,7.040493,6.409599,8.408218999999999,6.623778,8.547321,6.200456,6.890937999999999,6.093795999999999,6.4802919999999995,8.375805,6.571581999999999,6.8621859999999995,,6.640206999999999,6.202273,6.947102,6.552849999999999,6.247433,6.829092999999999,6.290649999999999,6.938954,6.997895,7.218902,6.924735,7.128759,7.013903,8.469096,,6.575316,6.631634,6.77478,8.821052,6.383655999999999,6.01657,6.943242,6.3399849999999995,6.637302999999999,6.328126999999999,6.41883,7.091298,6.995756999999999,8.442449,6.610327,7.947102999999999,8.128250999999999,8.545491,6.7634,6.512969,6.578666,6.40133,7.00118,8.474866,6.465533,8.495695,6.459676,6.127679,7.083933999999999,6.735792,6.8555969999999995
4,6.6179879999999995,6.808865,6.064501,6.226802999999999,6.8123309999999995,6.576569,6.582731,6.183841999999999,,6.915035,7.0150939999999995,6.025401,6.937449,6.6011869999999995,6.551361,8.763675,6.7181809999999995,6.570416,6.7171009999999995,6.8010269999999995,8.2188,7.330093,7.789254,,6.2023269999999995,6.763176,6.868848,6.302357,8.175139999999999,6.165035,6.318072,6.276384999999999,6.269286,7.166696,6.863859,6.41738,6.402915999999999,6.9233769999999994,8.775693,6.127307999999999,6.383272,6.567995,7.033568,6.682869999999999,6.180269,8.493559,6.746931,6.679486,6.52434,6.32541,6.910142,6.748870999999999,6.8175289999999995,6.511562,6.696828,6.923311999999999,6.984077,6.558879999999999,6.758653,6.900061999999999,6.308459,6.274070999999999,6.361562999999999,42.961971,6.4927969999999995,6.676895999999999,6.49975,6.387744,8.00188,6.785196999999999,6.964970999999999,6.731074,8.306022,6.522532,8.166369999999999,6.3933599999999995,6.7610589999999995,6.683896,8.015512,6.803666,6.226798,6.091345,6.4915329999999996,6.7729729999999995,6.878456,6.703558,7.015022999999999,6.689855,6.646889,6.4665729999999995,6.667784999999999,8.060328,6.6879859999999995,6.7791369999999995,6.906432,6.107088999999999,6.794032,6.338187,9.32315,7.040493,6.409599,8.408218999999999,6.90872,8.074805,6.214516,6.890937999999999,6.093795999999999,6.4802919999999995,8.375805,,6.8621859999999995,,6.6141119999999995,6.202273,6.947102,6.552849999999999,6.247433,6.849448,6.498018999999999,6.938954,6.759786,,6.924735,7.128759,6.83258,8.445996,6.483588,6.489252,6.631634,6.77478,8.821052,6.383655999999999,6.01657,6.4762129999999996,6.362329,6.484001,6.098668,6.41883,7.091298,6.995756999999999,8.396134,,7.843534,8.128250999999999,8.545491,6.808300999999999,6.512969,6.578666,6.40133,6.694027999999999,8.474866,6.465533,8.495695,6.675389,6.127679,7.083933999999999,6.735792,6.97328
5,6.6179879999999995,6.808865,6.064501,6.563823999999999,6.677499999999999,6.576569,7.232107,6.183841999999999,6.787630999999999,6.860734,7.044218,6.482513,6.937449,6.6011869999999995,6.0794749999999995,8.763675,6.280837,6.818099999999999,6.6545749999999995,6.934997999999999,8.21186,6.2642739999999995,7.920393,,6.2023269999999995,6.3705,6.586214999999999,6.367436,8.753817999999999,6.165035,6.002663999999999,6.276384999999999,6.269286,6.37183,7.0420929999999995,6.61942,6.516229999999999,6.9233769999999994,8.775693,6.5477669999999994,6.383272,6.567995,6.43126,6.682869999999999,6.180269,8.425139,6.746931,6.319998,6.422319,6.32541,6.910142,6.748870999999999,6.8175289999999995,6.511562,6.696828,6.923311999999999,6.984077,6.4754499999999995,6.538264,6.890472,6.308459,6.274070999999999,6.361562999999999,,6.4927969999999995,6.517859,7.009377,6.397468,7.83833,6.785196999999999,6.297575,6.731074,8.510933999999999,6.522532,8.166369999999999,6.3933599999999995,6.7610589999999995,6.683896,8.015512,6.803666,6.226798,6.091345,6.4915329999999996,6.7729729999999995,6.575695,6.597423999999999,6.165934999999999,6.770441,6.646889,6.475455999999999,6.667784999999999,8.060328,6.6879859999999995,6.802054999999999,6.906432,6.516342,6.794032,6.532845999999999,8.843914,6.717346999999999,6.642536,8.543368,6.90872,8.074805,6.214516,6.504938,6.047433,6.4802919999999995,7.924757,,6.8621859999999995,16.904791,6.6141119999999995,6.3364199999999995,7.420636,6.564096999999999,6.6306199999999995,6.849448,6.498018999999999,6.856306999999999,6.759786,,6.291837999999999,6.646699,6.83258,8.445996,6.483588,6.489252,6.631634,6.579891,8.288003999999999,6.412965,6.337364,6.4762129999999996,6.362329,6.484001,6.098668,6.980922,6.511222999999999,6.63411,8.396134,,7.843534,8.266254,8.516375,6.808300999999999,6.141095,6.555200999999999,5.880121,6.694027999999999,8.203728,6.794035,8.165044,6.675389,6.199737,6.289149,6.334858,6.97328
6,6.512963,6.409985,6.189006,6.563823999999999,6.677499999999999,6.576569,7.232107,6.148459,6.787630999999999,6.860734,7.044218,6.482513,6.937449,6.6011869999999995,6.0794749999999995,8.244951,6.280837,6.818099999999999,6.6545749999999995,6.934997999999999,8.21186,6.2642739999999995,7.920393,6.488747,6.549027,6.3705,6.586214999999999,6.367436,8.753817999999999,6.406769,6.002663999999999,6.877758,6.246693,6.37183,7.0420929999999995,6.61942,6.516229999999999,6.338792,8.532931,6.5477669999999994,6.383272,6.567995,6.43126,6.800745999999999,6.268244999999999,8.425139,6.603308999999999,6.319998,6.422319,6.343808,,6.7370339999999995,7.305092999999999,6.825164,6.702154999999999,6.289876,6.408345,6.4754499999999995,6.538264,6.890472,6.534204,6.12704,6.250273,,6.74858,6.517859,7.009377,6.397468,7.83833,6.512435,6.297575,6.731074,8.510933999999999,6.522532,8.562292,6.9562669999999995,6.868504,6.865607,8.072958,6.441471,6.455051999999999,6.210941999999999,6.965076,6.7729729999999995,6.575695,6.597423999999999,6.165934999999999,6.770441,6.647609999999999,6.475455999999999,6.861712,8.233627,6.605255,6.802054999999999,6.825824,6.516342,6.836513,6.532845999999999,8.843914,6.717346999999999,6.642536,8.543368,6.26485,8.332313,6.214516,6.504938,6.047433,6.272526,7.924757,6.591671,6.391329,16.904791,6.616461999999999,6.3364199999999995,7.420636,6.564096999999999,6.6306199999999995,6.849448,6.365082999999999,6.856306999999999,6.412362,,6.291837999999999,6.646699,6.255267,8.315849,6.349073,6.489252,6.775048,6.579891,8.288003999999999,6.412965,6.337364,6.4762129999999996,6.6984129999999995,6.4402669999999995,6.218522,6.980922,6.511222999999999,6.63411,8.396134,6.42186,7.917643,8.266254,8.516375,6.780806999999999,6.141095,6.555200999999999,5.880121,6.694027999999999,8.203728,6.794035,8.165044,6.49303,6.199737,6.289149,6.334858,6.97328
7,6.512963,6.409985,6.189006,6.273835999999999,6.483848,6.602258,7.232107,6.148459,6.667460999999999,6.607774999999999,6.846610999999999,6.482513,6.213353,6.380496,6.850476,8.244951,6.344802,6.818099999999999,6.541042999999999,6.934997999999999,8.434591,6.581944,8.282997,6.488747,6.549027,6.3705,6.117049,6.369438,8.192444,6.406769,6.601331,6.877758,6.246693,6.884943,6.311141,6.61942,6.2326429999999995,6.338792,8.532931,6.590889,6.458123,6.434692,6.435752,6.800745999999999,6.268244999999999,8.50464,6.603308999999999,6.394714,6.162005,6.343808,,6.7370339999999995,7.305092999999999,6.825164,6.702154999999999,6.289876,6.408345,6.135949999999999,6.312838999999999,6.557729,6.534204,6.12704,6.250273,,6.74858,6.518883,7.009377,5.754998,7.83833,6.512435,6.465856,6.779394,8.510933999999999,6.5947439999999995,8.562292,6.9562669999999995,6.868504,6.865607,8.072958,6.441471,6.455051999999999,6.210941999999999,6.965076,6.735428,6.342874999999999,6.597423999999999,6.128678,6.606491,6.647609999999999,6.6845349999999994,6.861712,8.233627,6.605255,6.409686,6.825824,6.513017,6.836513,6.75612,,6.593654,6.642536,8.543368,6.26485,8.332313,6.074504999999999,6.306988,6.234115,6.272526,8.25952,6.591671,6.391329,16.831279,6.616461999999999,6.3364199999999995,6.687778,6.210624999999999,7.236056,6.641102999999999,6.365082999999999,6.4273679999999995,6.412362,7.220641,6.118446,6.599639,6.255267,8.315849,6.349073,6.353892,6.775048,6.900447,8.14185,6.732677,6.240354,6.831837999999999,6.6984129999999995,6.4402669999999995,6.218522,6.425625,6.357523,6.59934,8.369227,6.42186,7.917643,8.266254,8.413431,6.780806999999999,6.323067,6.256327,5.880121,6.853651999999999,8.609848999999999,6.384017999999999,8.439727,6.49303,5.915271,6.556241,6.4488829999999995,6.647005999999999
8,6.512963,6.322417,6.189006,6.273835999999999,6.483848,6.602258,6.5599419999999995,6.264212,6.667460999999999,6.607774999999999,6.846610999999999,6.391185999999999,6.213353,6.380496,6.850476,8.071227,6.344802,6.537706999999999,6.541042999999999,6.336552999999999,8.434591,6.581944,8.282997,6.575463999999999,6.549027,6.9519459999999995,6.117049,6.369438,8.192444,6.3697669999999995,6.601331,6.334619,6.353091999999999,6.884943,6.311141,6.537921,6.2326429999999995,6.814551,8.341517,6.590889,6.458123,6.434692,6.435752,6.353873,6.491058,8.50464,6.2962739999999995,6.394714,6.162005,6.910069,6.669244,6.752095,6.614058,6.483022,6.54803,6.3551269999999995,6.408345,6.135949999999999,6.312838999999999,6.557729,6.3524069999999995,5.996182,6.457758999999999,,6.592918999999999,6.518883,6.425189,5.754998,7.809800999999999,6.512435,6.465856,6.779394,8.20795,6.5947439999999995,8.562292,6.5244349999999995,6.466133999999999,6.294344,8.198749,6.263275999999999,6.512769,6.418886,6.965076,6.735428,6.342874999999999,6.367102999999999,6.128678,6.606491,6.647778,6.6845349999999994,6.200944,7.842937,6.711202999999999,6.409686,6.395828,6.513017,6.469554,6.75612,,6.593654,6.506066,8.146192,6.272682,8.499972999999999,6.074504999999999,6.306988,6.234115,6.725553,8.25952,6.3254969999999995,6.52105,16.831279,6.616461999999999,6.576899999999999,6.687778,6.210624999999999,7.236056,6.641102999999999,6.039199,6.4273679999999995,6.413044999999999,7.220641,6.118446,6.599639,6.488097,8.315849,6.337091,6.353892,6.889584999999999,6.900447,8.14185,6.732677,6.240354,6.831837999999999,6.465081,,6.218522,6.425625,6.357523,6.59934,8.369227,7.331065,7.917643,8.278803,8.413431,6.21793,6.323067,6.256327,6.452897999999999,6.853651999999999,8.609848999999999,6.384017999999999,8.439727,6.090361,5.915271,6.556241,6.4488829999999995,6.647005999999999
9,6.693594,6.322417,6.177574,6.048769,6.06569,6.555349,6.5599419999999995,6.264212,6.469189999999999,6.377526,6.523867,6.391185999999999,6.206161,6.395429,6.267900999999999,8.071227,6.188575,6.537706999999999,6.394133,6.336552999999999,8.120415,6.541414,8.282997,6.575463999999999,6.209248,6.9519459999999995,6.306540999999999,6.369438,8.192444,6.3697669999999995,5.87526,6.334619,6.353091999999999,6.884943,6.411091,6.537921,6.572566999999999,6.814551,8.341517,6.3889249999999995,6.012423999999999,6.470523999999999,6.741967,6.353873,6.491058,8.633149999999999,6.2962739999999995,6.2536119999999995,6.095123,6.910069,6.669244,6.752095,6.614058,6.483022,6.54803,6.3551269999999995,6.408345,6.070894,6.312838999999999,6.797243,6.3524069999999995,5.996182,6.457758999999999,41.226178999999995,6.592918999999999,,6.425189,6.100899,7.809800999999999,6.3336369999999995,5.946396,6.841448,8.20795,6.159488,8.405581999999999,6.5244349999999995,6.466133999999999,6.294344,8.198749,6.263275999999999,6.512769,6.418886,6.4355389999999995,6.511113,6.372669,6.367102999999999,6.090431,7.049278999999999,6.647778,6.686713,6.200944,7.842937,6.711202999999999,6.454078,6.395828,6.281148,6.469554,6.75612,,6.315017,6.506066,8.146192,6.272682,8.499972999999999,5.915344,6.649769,6.234115,6.725553,8.284981,6.3254969999999995,6.52105,16.827624999999998,6.882085999999999,6.576899999999999,6.687778,6.448738,6.194063,6.804347,6.039199,6.446403,6.413044999999999,6.749467,6.749276,6.437595,6.488097,7.932208999999999,6.337091,6.1470519999999995,6.889584999999999,6.347522,8.255263,6.732677,6.203614,6.93568,6.465081,,6.471781,6.0793219999999994,6.216901,6.59934,8.196107,7.331065,9.076148,8.278803,8.413431,6.21793,6.6745969999999994,6.245006999999999,6.452897999999999,6.665639,7.982194,6.557364,7.828722999999999,6.090361,5.853033,6.27414,6.963146999999999,6.529547
